Member Name,Primary Domain,Date,Type,Role,Title
"Dresser, George","Medicine","2006/04/19","Invited Lectures","Invited Lecturer","�Drug Interactions in the CV Patient�."
"Blake, Peter","Medicine","1997/10","Invited Lectures","Invited Lecturer","How to achieve adequate PD by a modeling approach."
"Dresser, George","Medicine","2006/05/03","Invited Lectures","Invited Lecturer","� Secondary Stoke Prevention�."
"Blake, Peter","Medicine","1997/11","Invited Lectures","Invited Lecturer","How to achieve adequate peritoneal dialysis over time in patients with little or no residual function."
"Blake, Peter","Medicine","1997/12/05","Invited Lectures","Invited Lecturer","Optimal management of nutritional status."
"Dresser, George","Medicine","2006/05/10","Invited Lectures","Invited Lecturer","Therapeutics Update."
"Blake, Peter","Medicine","1997/12/06","Invited Lectures","Invited Lecturer","Optimal management of nutritional status."
"Dresser, George","Medicine","2006/05/28","Invited Lectures","Invited Lecturer","Altered Drug Effects in Celiac Disease."
"Blake, Peter","Medicine","1998/02","Invited Lectures","Invited Lecturer","Peritoneal dialysis adequacy: Why is it important?"
"Blake, Peter","Medicine","1998/02","Invited Lectures","* Panelist","Quiz the Experts."
"Dresser, George","Medicine","2006/06/14","Invited Lectures","Invited Lecturer","�Drug Interactions in the ICU�."
"Dresser, George","Medicine","2006/06/14","Invited Lectures","Invited Lecturer","�New Considerations for Management of Hyperlipidemia in Type 2 Diabetes�."
"Blake, Peter","Medicine","1998/02","Invited Lectures","Invited Lecturer","Dialysis outcomes and quality initiatives [DOQI]. Recommendations for adequacy."
"Blake, Peter","Medicine","1998/02","Invited Lectures","Invited Lecturer","The DOQI Guidelines for adequate prescription."
"Dresser, George","Medicine","2006/06/15","Invited Lectures","Invited Lecturer","�Drug Interactions: A conceptual and practical guide�."
"Blake, Peter","Medicine","1998","Invited Lectures","Invited Lecturer","Highlighting international experiences with peritoneal dialysis."
"Dresser, George","Medicine","2006/06/15","Invited Lectures","Invited Lecturer","�New Considerations for Management of Hyperlipidemia in Type 2 Diabetes�."
"Blake, Peter","Medicine","1998/04","Invited Lectures","Invited Lecturer","How to prescribe automated peritoneal dialysis."
"Dresser, George","Medicine","2006/09/13","Invited Lectures","Invited Lecturer","�Focus on Stroke: Secondary Stroke Prevention�."
"Blake, Peter","Medicine","1998/05","Invited Lectures","Invited Lecturer","Adequacy of peritoneal dialysis."
"Blake, Peter","Medicine","1998/05","Invited Lectures","Invited Lecturer","International Differences in Peritoneal Dialysis Outcomes."
"Dresser, George","Medicine","2006/11/17","Invited Lectures","Invited Lecturer","�Intestinal Disease & Drug Disposition: Celiac Disease as a Model�."
"Blake, Peter","Medicine","1998/05","Invited Lectures","Invited Lecturer","Adequacy of Peritoneal Dialysis."
"Dresser, George","Medicine","2006/11/23","Invited Lectures","Invited Lecturer","""Optimal Strategies to Lower Vascular Risk"""
"Blake, Peter","Medicine","1998/05","Invited Lectures","Invited Lecturer","Automated peritoneal dialysis."
"Dresser, George","Medicine","2006/12/07","Invited Lectures","Invited Lecturer","�Treatment Recommendations Education: Achieving Targets�."
"Blake, Peter","Medicine","1998","Invited Lectures","Invited Lecturer","Changes in the Demographics and Prescription of Peritoneal Dialysis During the Last Decade."
"Blake, Peter","Medicine","1998/08","Invited Lectures","Invited Lecturer","Adequacy, nutrition and clinical outcomes in PD."
"Blake, Peter","Medicine","1998/08","Invited Lectures","Invited Lecturer","Advantage/disadvantage of APD compared to CAPD."
"Blake, Peter","Medicine","1998/08","Invited Lectures","Invited Lecturer","Individualized prescription of PD therapy."
"Blake, Peter","Medicine","1998/08","Invited Lectures","Invited Lecturer","Prescription of Peritoneal Dialysis."
"Blake, Peter","Medicine","1998/08","Invited Lectures","Invited Lecturer","Prescription of Peritoneal Dialysis Invited Lecture."
"Blake, Peter","Medicine","1998/08","Invited Lectures","Invited Lecturer","Prescription of Peritoneal Dialysis."
"Blake, Peter","Medicine","1998/09","Invited Lectures","Invited Lecturer","Timely Initiation of Dialysis."
"Blake, Peter","Medicine","1998/09","Invited Lectures","Invited Lecturer","Update on Adequacy of Dialysis"
"Blake, Peter","Medicine","1998/09","Invited Lectures","Invited Lecturer","Mortality Comparisons Between Peritoneal Dialysis and Hemodialysis."
"Blake, Peter","Medicine","1998/09","Invited Lectures","Invited Lecturer","Physiology of Peritoneal Dialysis."
"Blake, Peter","Medicine","1998/10","Invited Lectures","Invited Lecturer","Nutrition in PD."
"Blake, Peter","Medicine","1998/10","Invited Lectures","Invited Lecturer","What are the Major Trends in North America Dialysis Over the Past Decade, with Particular Regard to Dialysis Dose and Mortality?"
"Blake, Peter","Medicine","1998/10","Invited Lectures","Invited Lecturer","Physiology of PD."
"Blake, Peter","Medicine","1998/10","Invited Lectures","Invited Lecturer","Adequacy of PD. October 1998."
"Blake, Peter","Medicine","1998/12","Invited Lectures","Invited Lecturer","HD Versus PD: Comparison of Adjusted Mortality Rates."
"Blake, Peter","Medicine","1998/12/03","Invited Lectures","Invited Lecturer","Peritoneal Dialysis Adequacy: Are the DOQI Recommendations Justified?"
"Blake, Peter","Medicine","1998/11","Invited Lectures","Invited Lecturer","How to Achieve Adequate Dialysis"
"Blake, Peter","Medicine","1999/01","Invited Lectures","Invited Lecturer","Factors Affecting PD Utilization in the US and Elsewhere."
"Blake, Peter","Medicine","1999/02","Invited Lectures","Invited Lecturer","International Differences in PD Results - Are they Real and What Do They Mean?"
"Blake, Peter","Medicine","1999/02","Invited Lectures","Invited Lecturer","Challenges in Meeting DOQI Adequacy Guidelines."
"Blake, Peter","Medicine","1999/02","Invited Lectures","Invited Lecturer","Creatinine Clearance is Best."
"Blake, Peter","Medicine","1999/02","Invited Lectures","Invited Lecturer","Blood Pressure Control in PD Patients - How Low Should Systolic and Diastolic Blood Pressure be in PD Patients?"
"Blake, Peter","Medicine","1999/04","Invited Lectures","Invited Lecturer","Maneuvers to Improve PD Prescription."
"Blake, Peter","Medicine","1999/04","Invited Lectures","Invited Lecturer","Physiology of PD."
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Current Challenges Facing Hemodialysis."
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Evidence Based Therapy Selection."
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Peritoneal Dialysis Workshop"
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Adequacy of Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Monitoring of Adequacy. Symposium on Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Adequacy Status in Canada."
"Blake, Peter","Medicine","1999/05","Invited Lectures","Invited Lecturer","Hemodialisis Domiciliaria Diaria."
"Blake, Peter","Medicine","1999/06","Invited Lectures","Invited Lecturer","Comparative Survival in Hemodialysis and Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/06","Invited Lectures","Invited Lecturer","Peritoneal Dialysis Guidelines."
"Blake, Peter","Medicine","1999/06","Invited Lectures","Invited Lecturer","Update on Chronic Renal Failure."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Adequacy of Dialysis Symposium. Adequacy of dialysis in the present time."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Plenary Session. Present prescription and suggestion of peritoneal dialysis."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Clinical Benefits of PD."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Managing Difficult Patients on Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Integrated ESRD Care."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Managing Difficult Patients on Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Well Practised Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Managing Difficult Patients on PD."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Preventing Peritoneal Dialysis Failure."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Peritoneal Dialysis Adequacy."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Peritoneal Dialysis: Key Clinical Issues."
"Blake, Peter","Medicine","1999/09","Invited Lectures","Invited Lecturer","Maneuvers to Improve PD Dose."
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer","Integrated Peritoneal Dialysis Care."
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer","Integrated Peritoneal Dialysis Care."
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer",""
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer","Prescription Management in Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer","Ultrafiltation and Volume Management in Peritoneal Dialysis."
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer","Peritoneal Physiology, Ultrafiltration and Dialysis Adequacy. Practical Update in Peritoneal Dialysis and Continuous Renal Replacement Therapy. November 3-4, 1999."
"Blake, Peter","Medicine","1999/11/03","Invited Lectures","Invited Lecturer","Urea Kinetics in CRRT. Practical Update in Peritoneal Dialysis and Continuous Renal Replacement Therapy."
"Blake, Peter","Medicine","1999/11","Invited Lectures","Invited Lecturer","Timely Initiation: The Case for an Earlier Beginning of Dialytic Therapy."
"Blake, Peter","Medicine","1999","Invited Lectures","Invited Lecturer","Anatomy and Physiology of the Peritoneum."
"Blake, Peter","Medicine","1999","Invited Lectures","Invited Lecturer","Ultrafiltration Failure and Strategies."
"Blake, Peter","Medicine","1999/12","Invited Lectures","Invited Lecturer","Exit Site Management: Infection and Care."
"Blake, Peter","Medicine","1999/12","Invited Lectures","Invited Lecturer","Practical PD Tips: Managing Difficult Patient Groups."
"Blake, Peter","Medicine","1999/12","Invited Lectures","Invited Lecturer","Difficult PD Cases Review: Group Discussion."
"Blake, Peter","Medicine","1999/12","Visiting Professorship","Visiting Professor","Adequacy of PD."
"Blake, Peter","Medicine","1999/12","Visiting Professorship","Visiting Professor","Comparative Mortality on Hemodialysis and Peritoneal Dialysis."
"Blake, Peter","Medicine","2000/01","Invited Lectures","Invited Lecturer","Canadian Health Care System."
"Blake, Peter","Medicine","2000/01","Invited Lectures","Invited Lecturer","Comparative Dialysis Delivery Systems."
"Blake, Peter","Medicine","2000/02","Invited Lectures","Invited Lecturer","The Relationship Between Peritoneal Clearance and Patient Outcome in PD Patients Special Session: Adequate Dialysis Prescription and the Importance of Residual Renal Function."
"Blake, Peter","Medicine","2000/02","Invited Lectures","Invited Lecturer","Are the Targets on Target? Special Session: Impact of DOQI Guidelines to Date."
"Blake, Peter","Medicine","2000","Invited Lectures","Invited Lecturer","Compliance with Exchanges in Peritoneal Dialysis Patients."
"Blake, Peter","Medicine","2000/03","Invited Lectures","Invited Lecturer","The Changing Face of Peritoneal Dialysis."
"Blake, Peter","Medicine","2000/03","Invited Lectures","Invited Lecturer","Volume Management in Peritoneal Dialysis."
"Blake, Peter","Medicine","2000/03","Invited Lectures","Invited Lecturer","Volume Management in Peritoneal Dialysis."
"Blake, Peter","Medicine","2000/03","Invited Lectures","Invited Lecturer","A Critical Appraisal of Peritoneal Dialysis in Asia."
"Blake, Peter","Medicine","2000/03","Invited Lectures","Invited Lecturer","Integrated ESRD Care: Role of Peritoneal Dialysis."
"Blake, Peter","Medicine","2000/03","Invited Lectures","Invited Lecturer","Managing High Risk Patients."
"Dresser, George","Medicine","2006/03/04","Invited Lectures","Invited Lecturer","CHEP guidelines: beta-blockers and statin use in the hypertensive patient"
"Blake, Peter","Medicine","2000/05","Invited Lectures","Invited Lecturer","Urea and Creatinine: Which is the Ideal Molecule to Target Adequacy? Controversy: Urea is best (F. Gotch). Creatinine is Best (P. Blake)."
"Blake, Peter","Medicine","2000/06","Invited Lectures","Invited Lecturer","Anemia of Renal Failure."
"Dresser, George","Medicine","2006/01/26","Invited Lectures","Invited Lecturer","Drug Interactions in the Cardiovascular Patient."
"Blake, Peter","Medicine","2000/06","Invited Lectures","Invited Lecturer","Predialysis Care."
"Dresser, George","Medicine","2005/04/20","Invited Lectures","Invited Lecturer","�Seniors and Drugs: Prescribed to Death � IF DRUG INTERACTIONS DON�T GET YOU, THE CBC WILL�."
"Blake, Peter","Medicine","2000/06","Invited Lectures","Invited Lecturer","State of the Art Address: Peritoneal Dialysis in 2000."
